ID Físico,Turno,Cluster,Subconjunto,nodo,Hora Llegada,coordenadas,distancia_tramo,peso_tramo
3,Mañana,2,K11,DEPOT,09:00,N/A,0.0,0.0
3,Mañana,2,K11,319,09:17,"(5385.0, 1568.0)",68.25,47.0
3,Mañana,2,K11,DEPOT (RETORNO),09:40,N/A,68.25,0.0
3,Tarde,2,K12,DEPOT,15:00,N/A,0.0,0.0
3,Tarde,2,K12,314,15:08,"(5339.0, 1562.0)",37.66,53.0
3,Tarde,2,K12,313,15:16,"(5331.0, 1570.0)",11.31,4.0
3,Tarde,2,K12,DEPOT (RETORNO),15:31,N/A,45.01,0.0
4,Mañana,2,K21,DEPOT,11:00,N/A,0.0,0.0
4,Mañana,2,K21,300,11:19,"(5407.0, 1561.0)",83.19,30.0
4,Mañana,2,K21,317,11:36,"(5360.0, 1572.0)",48.27,25.0
4,Mañana,2,K21,373,11:44,"(5357.0, 1558.0)",14.32,8.0
4,Mañana,2,K21,DEPOT (RETORNO),11:59,N/A,41.4,0.0
4,Tarde,2,K22,DEPOT,17:00,N/A,0.0,0.0
4,Tarde,2,K22,95,17:21,"(5360.0, 1595.0)",75.39,28.0
4,Tarde,2,K22,133,17:32,"(5367.0, 1612.0)",18.38,7.0
4,Tarde,2,K22,138,17:41,"(5376.0, 1603.0)",12.73,8.0
4,Tarde,2,K22,137,17:51,"(5388.0, 1610.0)",13.89,4.0
4,Tarde,2,K22,139,18:02,"(5385.0, 1593.0)",17.26,17.0
4,Tarde,2,K22,DEPOT (RETORNO),18:34,N/A,86.21,0.0
5,Mañana,2,K11,DEPOT,09:00,N/A,0.0,0.0
5,Mañana,2,K11,318,09:08,"(5361.0, 1540.0)",32.65,60.0
5,Mañana,2,K11,DEPOT (RETORNO),09:22,N/A,32.65,0.0
5,Tarde,2,K12,DEPOT,15:00,N/A,0.0,0.0
5,Tarde,2,K12,323,15:10,"(5379.0, 1521.0)",47.17,49.0
5,Tarde,2,K12,DEPOT (RETORNO),15:26,N/A,47.17,0.0
6,Mañana,3,K11,DEPOT,09:00,N/A,0.0,0.0
6,Mañana,3,K11,386,10:13,"(5059.0, 1597.0)",282.33,40.0
6,Mañana,3,K11,50,10:40,"(5114.0, 1669.0)",90.6,7.0
6,Mañana,3,K11,51,10:52,"(5143.0, 1670.0)",29.02,10.0
6,Mañana,3,K11,DEPOT (RETORNO),11:54,N/A,238.21,0.0
7,Mañana,4,K11,DEPOT,09:00,N/A,0.0,0.0
7,Mañana,4,K11,146,09:50,"(5394.0, 1708.0)",193.22,5.0
7,Mañana,4,K11,122,10:03,"(5388.0, 1740.0)",32.56,5.0
7,Mañana,4,K11,115,10:17,"(5401.0, 1775.0)",37.34,1.0
7,Mañana,4,K11,147,10:26,"(5411.0, 1762.0)",16.4,1.0
7,Mañana,4,K11,150,10:35,"(5422.0, 1749.0)",17.03,2.0
7,Mañana,4,K11,151,10:43,"(5428.0, 1739.0)",11.66,1.0
7,Mañana,4,K11,167,10:53,"(5451.0, 1735.0)",23.35,2.0
7,Mañana,4,K11,165,11:02,"(5463.0, 1740.0)",13.0,1.0
7,Mañana,4,K11,166,11:11,"(5477.0, 1726.0)",19.8,4.0
7,Mañana,4,K11,168,11:22,"(5461.0, 1711.0)",21.93,3.0
7,Mañana,4,K11,169,11:30,"(5450.0, 1703.0)",13.6,1.0
7,Mañana,4,K11,154,11:38,"(5441.0, 1714.0)",14.21,7.0
7,Mañana,4,K11,153,11:46,"(5429.0, 1716.0)",12.17,1.0
7,Mañana,4,K11,152,11:55,"(5415.0, 1724.0)",16.12,3.0
7,Mañana,4,K11,145,12:07,"(5422.0, 1696.0)",28.86,3.0
7,Mañana,4,K11,DEPOT (RETORNO),12:58,N/A,193.24,0.0
8,Mañana,5,K11,DEPOT,09:00,N/A,0.0,0.0
8,Mañana,5,K11,328,10:17,"(5607.0, 1409.0)",298.46,7.0
8,Mañana,5,K11,327,10:28,"(5604.0, 1384.0)",25.18,37.0
8,Mañana,5,K11,325,10:39,"(5600.0, 1360.0)",24.33,3.0
8,Mañana,5,K11,324,10:48,"(5607.0, 1345.0)",16.55,8.0
8,Mañana,5,K11,365,11:00,"(5581.0, 1332.0)",29.07,2.0
8,Mañana,5,K11,326,11:13,"(5585.0, 1365.0)",33.24,5.0
8,Mañana,5,K11,DEPOT (RETORNO),12:30,N/A,299.35,0.0
8,Tarde,5,K12,DEPOT,15:00,N/A,0.0,0.0
8,Tarde,5,K12,329,16:05,"(5595.0, 1422.0)",282.45,23.0
8,Tarde,5,K12,DEPOT (RETORNO),17:18,N/A,282.45,0.0
9,Mañana,6,K11,DEPOT,09:00,N/A,0.0,0.0
9,Mañana,6,K11,192,10:07,"(5502.0, 1721.0)",259.45,1.0
9,Mañana,6,K11,196,10:17,"(5519.0, 1729.0)",18.79,1.0
9,Mañana,6,K11,197,10:24,"(5512.0, 1736.0)",9.9,1.0
9,Mañana,6,K11,193,10:32,"(5502.0, 1746.0)",14.14,1.0
9,Mañana,6,K11,201,10:45,"(5531.0, 1754.0)",30.08,1.0
9,Mañana,6,K11,208,10:53,"(5544.0, 1752.0)",13.15,1.0
9,Mañana,6,K11,205,11:02,"(5542.0, 1733.0)",19.1,21.0
9,Mañana,6,K11,207,11:11,"(5550.0, 1722.0)",13.6,2.0
9,Mañana,6,K11,213,11:22,"(5575.0, 1732.0)",26.93,2.0
9,Mañana,6,K11,212,11:29,"(5574.0, 1723.0)",9.06,1.0
9,Mañana,6,K11,211,11:38,"(5560.0, 1714.0)",16.64,1.0
9,Mañana,6,K11,206,11:47,"(5549.0, 1703.0)",15.56,1.0
9,Mañana,6,K11,210,11:55,"(5552.0, 1691.0)",12.37,1.0
9,Mañana,6,K11,204,12:04,"(5537.0, 1696.0)",15.81,1.0
9,Mañana,6,K11,200,12:14,"(5520.0, 1708.0)",20.81,1.0
9,Mañana,6,K11,194,12:27,"(5518.0, 1675.0)",33.06,1.0
9,Mañana,6,K11,DEPOT (RETORNO),13:29,N/A,238.95,0.0
9,Tarde,6,K12,DEPOT,15:00,N/A,0.0,0.0
9,Tarde,6,K12,195,15:55,"(5511.0, 1688.0)",242.1,43.0
9,Tarde,6,K12,DEPOT (RETORNO),16:58,N/A,242.1,0.0
10,Mañana,7,K11,DEPOT,09:00,N/A,0.0,0.0
10,Mañana,7,K11,108,09:48,"(5331.0, 1709.0)",184.0,4.0
10,Mañana,7,K11,109,09:57,"(5334.0, 1727.0)",18.25,20.0
10,Mañana,7,K11,111,10:09,"(5344.0, 1755.0)",29.73,1.0
10,Mañana,7,K11,112,10:21,"(5365.0, 1771.0)",26.4,2.0
10,Mañana,7,K11,114,10:31,"(5387.0, 1778.0)",23.09,1.0
10,Mañana,7,K11,113,10:39,"(5379.0, 1773.0)",9.43,1.0
10,Mañana,7,K11,110,10:51,"(5357.0, 1749.0)",32.56,2.0
10,Mañana,7,K11,123,11:02,"(5358.0, 1727.0)",22.02,3.0
10,Mañana,7,K11,124,11:12,"(5360.0, 1704.0)",23.09,2.0
10,Mañana,7,K11,DEPOT (RETORNO),12:01,N/A,181.18,0.0
11,Mañana,8,K11,DEPOT,09:00,N/A,0.0,0.0
11,Mañana,8,K11,36,11:06,"(5592.0, 1934.0)",484.65,2.0
11,Mañana,8,K11,35,11:18,"(5610.0, 1913.0)",27.66,6.0
11,Mañana,8,K11,42,11:37,"(5657.0, 1948.0)",58.6,2.0
11,Mañana,8,K11,37,11:48,"(5644.0, 1923.0)",28.18,2.0
11,Mañana,8,K11,34,12:07,"(5636.0, 1867.0)",56.57,13.0
11,Mañana,8,K11,33,12:18,"(5614.0, 1855.0)",25.06,14.0
11,Mañana,8,K11,DEPOT (RETORNO),14:07,N/A,434.08,0.0
12,Mañana,9,K11,DEPOT,09:00,N/A,0.0,0.0
12,Mañana,9,K11,379,09:40,"(5487.0, 1547.0)",156.55,14.0
12,Mañana,9,K11,339,09:53,"(5517.0, 1543.0)",30.27,1.0
12,Mañana,9,K11,340,10:03,"(5519.0, 1561.0)",18.11,1.0
12,Mañana,9,K11,341,10:11,"(5533.0, 1561.0)",14.0,9.0
12,Mañana,9,K11,345,10:20,"(5521.0, 1573.0)",16.97,3.0
12,Mañana,9,K11,190,10:27,"(5515.0, 1581.0)",10.0,1.0
12,Mañana,9,K11,346,10:37,"(5502.0, 1570.0)",17.03,2.0
12,Mañana,9,K11,186,10:45,"(5498.0, 1585.0)",15.52,6.0
12,Mañana,9,K11,187,10:53,"(5498.0, 1598.0)",13.0,2.0
12,Mañana,9,K11,185,11:06,"(5473.0, 1582.0)",29.68,5.0
12,Mañana,9,K11,182,11:14,"(5466.0, 1593.0)",13.04,2.0
12,Mañana,9,K11,DEPOT (RETORNO),11:55,N/A,150.27,0.0
12,Tarde,9,K12,DEPOT,15:00,N/A,0.0,0.0
12,Tarde,9,K12,270,15:29,"(5458.0, 1544.0)",127.42,28.0
12,Tarde,9,K12,DEPOT (RETORNO),16:04,N/A,127.42,0.0
13,Mañana,10,K11,DEPOT,09:00,N/A,0.0,0.0
13,Mañana,10,K11,175,09:45,"(5455.0, 1647.0)",173.24,2.0
13,Mañana,10,K11,172,09:55,"(5445.0, 1665.0)",20.59,1.0
13,Mañana,10,K11,171,10:03,"(5456.0, 1664.0)",11.05,1.0
13,Mañana,10,K11,176,10:14,"(5480.0, 1657.0)",25.0,2.0
13,Mañana,10,K11,178,10:22,"(5494.0, 1662.0)",14.87,1.0
13,Mañana,10,K11,177,10:29,"(5492.0, 1669.0)",7.28,1.0
13,Mañana,10,K11,170,10:39,"(5475.0, 1679.0)",19.72,1.0
13,Mañana,10,K11,173,10:46,"(5466.0, 1673.0)",10.82,2.0
13,Mañana,10,K11,382,10:55,"(5460.0, 1688.0)",16.16,2.0
13,Mañana,10,K11,144,11:06,"(5437.0, 1682.0)",23.77,1.0
13,Mañana,10,K11,142,11:13,"(5430.0, 1676.0)",9.22,1.0
13,Mañana,10,K11,143,11:21,"(5435.0, 1666.0)",11.18,2.0
13,Mañana,10,K11,DEPOT (RETORNO),12:08,N/A,174.61,0.0
14,Mañana,11,K11,DEPOT,09:00,N/A,0.0,0.0
14,Mañana,11,K11,237,10:14,"(5073.0, 1405.0)",285.45,6.0
14,Mañana,11,K11,229,10:23,"(5077.0, 1387.0)",18.44,24.0
14,Mañana,11,K11,228,10:31,"(5078.0, 1376.0)",11.05,35.0
14,Mañana,11,K11,DEPOT (RETORNO),11:47,N/A,294.48,0.0
14,Tarde,11,K12,DEPOT,15:00,N/A,0.0,0.0
14,Tarde,11,K12,242,15:59,"(5095.0, 1419.0)",259.62,4.0
14,Tarde,11,K12,241,16:07,"(5086.0, 1427.0)",12.04,5.0
14,Tarde,11,K12,238,16:15,"(5077.0, 1421.0)",10.82,3.0
14,Tarde,11,K12,235,16:27,"(5051.0, 1412.0)",27.51,8.0
14,Tarde,11,K12,236,16:36,"(5049.0, 1427.0)",15.13,7.0
14,Tarde,11,K12,234,16:52,"(5016.0, 1447.0)",38.59,13.0
14,Tarde,11,K12,239,17:11,"(5062.0, 1434.0)",47.8,13.0
14,Tarde,11,K12,240,17:23,"(5085.0, 1440.0)",23.77,12.0
14,Tarde,11,K12,DEPOT (RETORNO),18:53,N/A,261.22,0.0
15,Mañana,12,K11,DEPOT,09:00,N/A,0.0,0.0
15,Mañana,12,K11,3,09:33,"(5403.0, 1631.0)",127.58,7.0
15,Mañana,12,K11,174,09:47,"(5436.0, 1640.0)",34.21,2.0
15,Mañana,12,K11,141,09:56,"(5420.0, 1642.0)",16.12,4.0
15,Mañana,12,K11,135,10:05,"(5406.0, 1653.0)",17.8,4.0
15,Mañana,12,K11,136,10:15,"(5412.0, 1673.0)",20.88,1.0
15,Mañana,12,K11,134,10:26,"(5387.0, 1676.0)",25.18,6.0
15,Mañana,12,K11,128,10:36,"(5384.0, 1658.0)",18.25,33.0
15,Mañana,12,K11,132,10:46,"(5388.0, 1635.0)",23.35,1.0
15,Mañana,12,K11,129,10:55,"(5374.0, 1626.0)",16.64,5.0
15,Mañana,12,K11,DEPOT (RETORNO),11:26,N/A,109.38,0.0
15,Tarde,12,K12,DEPOT,15:00,N/A,0.0,0.0
15,Tarde,12,K12,140,15:28,"(5417.0, 1613.0)",122.35,12.0
15,Tarde,12,K12,DEPOT (RETORNO),16:02,N/A,122.35,0.0
16,Mañana,13,K11,DEPOT,09:00,N/A,0.0,0.0
16,Mañana,13,K11,2,09:44,"(5166.0, 1480.0)",171.99,3.0
16,Mañana,13,K11,375,09:54,"(5153.0, 1468.0)",17.69,14.0
16,Mañana,13,K11,254,10:03,"(5136.0, 1467.0)",17.03,1.0
16,Mañana,13,K11,260,10:13,"(5155.0, 1458.0)",21.02,38.0
16,Mañana,13,K11,261,10:24,"(5176.0, 1468.0)",23.26,9.0
16,Mañana,13,K11,DEPOT (RETORNO),11:09,N/A,166.09,0.0
16,Tarde,13,K12,DEPOT,15:00,N/A,0.0,0.0
16,Tarde,13,K12,266,15:36,"(5176.0, 1502.0)",157.69,2.0
16,Tarde,13,K12,259,15:48,"(5150.0, 1520.0)",31.62,2.0
16,Tarde,13,K12,258,15:58,"(5132.0, 1515.0)",18.68,14.0
16,Tarde,13,K12,256,16:06,"(5133.0, 1503.0)",12.04,1.0
16,Tarde,13,K12,255,16:13,"(5139.0, 1496.0)",9.22,4.0
16,Tarde,13,K12,380,16:25,"(5167.0, 1495.0)",28.02,1.0
16,Tarde,13,K12,267,16:35,"(5180.0, 1484.0)",17.03,5.0
16,Tarde,13,K12,DEPOT (RETORNO),17:25,N/A,157.43,0.0
17,Mañana,14,K11,DEPOT,09:00,N/A,0.0,0.0
17,Mañana,14,K11,107,09:51,"(5296.0, 1718.0)",196.33,5.0
17,Mañana,14,K11,71,10:04,"(5306.0, 1748.0)",31.62,45.0
17,Mañana,14,K11,65,10:17,"(5301.0, 1784.0)",36.35,3.0
17,Mañana,14,K11,66,10:25,"(5306.0, 1792.0)",9.43,4.0
17,Mañana,14,K11,64,10:37,"(5278.0, 1783.0)",29.41,1.0
17,Mañana,14,K11,63,10:43,"(5281.0, 1778.0)",5.83,1.0
17,Mañana,14,K11,70,10:52,"(5288.0, 1762.0)",17.46,3.0
17,Mañana,14,K11,72,11:01,"(5291.0, 1746.0)",16.28,2.0
17,Mañana,14,K11,73,11:11,"(5282.0, 1730.0)",18.36,1.0
17,Mañana,14,K11,DEPOT (RETORNO),12:06,N/A,211.01,0.0
18,Mañana,15,K11,DEPOT,09:00,N/A,0.0,0.0
18,Mañana,15,K11,376,10:48,"(5708.0, 1347.0)",416.0,8.0
18,Mañana,15,K11,360,11:03,"(5672.0, 1325.0)",42.19,23.0
18,Mañana,15,K11,363,11:18,"(5632.0, 1311.0)",42.38,8.0
18,Mañana,15,K11,364,11:28,"(5631.0, 1332.0)",21.02,3.0
18,Mañana,15,K11,DEPOT (RETORNO),12:59,N/A,355.88,0.0
18,Tarde,15,K12,DEPOT,15:00,N/A,0.0,0.0
18,Tarde,15,K12,361,16:34,"(5658.0, 1274.0)",411.43,51.0
18,Tarde,15,K12,362,16:48,"(5637.0, 1296.0)",30.41,10.0
18,Tarde,15,K12,DEPOT (RETORNO),18:42,N/A,381.4,0.0
19,Mañana,16,K11,DEPOT,09:00,N/A,0.0,0.0
19,Mañana,16,K11,269,09:43,"(5496.0, 1501.0)",165.75,21.0
19,Mañana,16,K11,338,09:56,"(5505.0, 1471.0)",31.32,3.0
19,Mañana,16,K11,301,10:04,"(5493.0, 1474.0)",12.37,3.0
19,Mañana,16,K11,268,10:11,"(5491.0, 1481.0)",7.28,18.0
19,Mañana,16,K11,271,10:21,"(5470.0, 1490.0)",22.85,3.0
19,Mañana,16,K11,272,10:29,"(5459.0, 1494.0)",11.7,2.0
19,Mañana,16,K11,DEPOT (RETORNO),11:05,N/A,130.73,0.0
19,Tarde,16,K12,DEPOT,15:00,N/A,0.0,0.0
19,Tarde,16,K12,273,15:29,"(5454.0, 1489.0)",127.2,18.0
19,Tarde,16,K12,274,15:36,"(5445.0, 1495.0)",10.82,17.0
19,Tarde,16,K12,275,15:43,"(5438.0, 1496.0)",7.07,4.0
19,Tarde,16,K12,DEPOT (RETORNO),16:14,N/A,109.9,0.0
20,Mañana,17,K11,DEPOT,09:00,N/A,0.0,0.0
20,Mañana,17,K11,8,10:31,"(5403.0, 1868.0)",350.27,5.0
20,Mañana,17,K11,9,10:39,"(5415.0, 1875.0)",13.89,3.0
20,Mañana,17,K11,10,10:47,"(5426.0, 1876.0)",11.05,3.0
20,Mañana,17,K11,11,10:56,"(5440.0, 1885.0)",16.64,2.0
20,Mañana,17,K11,32,11:13,"(5456.0, 1933.0)",50.6,3.0
20,Mañana,17,K11,13,11:20,"(5457.0, 1926.0)",7.07,1.0
20,Mañana,17,K11,12,11:33,"(5451.0, 1891.0)",35.51,6.0
20,Mañana,17,K11,DEPOT (RETORNO),13:11,N/A,384.86,0.0
21,Mañana,18,K11,DEPOT,09:00,N/A,0.0,0.0
21,Mañana,18,K11,381,10:01,"(5096.0, 1521.0)",236.03,4.0
21,Mañana,18,K11,257,10:11,"(5094.0, 1500.0)",21.1,3.0
21,Mañana,18,K11,252,10:19,"(5085.0, 1492.0)",12.04,2.0
21,Mañana,18,K11,253,10:27,"(5076.0, 1481.0)",14.21,7.0
21,Mañana,18,K11,250,10:39,"(5057.0, 1460.0)",28.32,13.0
21,Mañana,18,K11,251,10:48,"(5073.0, 1466.0)",17.09,6.0
21,Mañana,18,K11,249,10:58,"(5093.0, 1468.0)",20.1,3.0
21,Mañana,18,K11,DEPOT (RETORNO),12:02,N/A,245.7,0.0
22,Mañana,19,K11,DEPOT,09:00,N/A,0.0,0.0
22,Mañana,19,K11,223,10:26,"(5050.0, 1348.0)",332.95,17.0
22,Mañana,19,K11,222,10:36,"(5033.0, 1340.0)",18.79,7.0
22,Mañana,19,K11,351,10:46,"(5015.0, 1332.0)",19.7,11.0
22,Mañana,19,K11,356,10:59,"(4994.0, 1302.0)",36.62,3.0
22,Mañana,19,K11,357,11:12,"(5022.0, 1288.0)",31.3,12.0
22,Mañana,19,K11,355,11:19,"(5026.0, 1295.0)",8.06,11.0
22,Mañana,19,K11,DEPOT (RETORNO),12:56,N/A,382.8,0.0
22,Tarde,19,K12,DEPOT,15:00,N/A,0.0,0.0
22,Tarde,19,K12,354,16:24,"(5040.0, 1301.0)",368.02,19.0
22,Tarde,19,K12,353,16:33,"(5027.0, 1305.0)",13.6,23.0
22,Tarde,19,K12,352,16:44,"(5041.0, 1321.0)",21.26,18.0
22,Tarde,19,K12,DEPOT (RETORNO),18:31,N/A,355.38,0.0
23,Mañana,20,K11,DEPOT,09:00,N/A,0.0,0.0
23,Mañana,20,K11,15,10:23,"(5350.0, 1843.0)",318.51,1.0
23,Mañana,20,K11,30,10:33,"(5355.0, 1865.0)",22.56,1.0
23,Mañana,20,K11,17,10:41,"(5342.0, 1861.0)",13.6,1.0
23,Mañana,20,K11,18,10:51,"(5325.0, 1869.0)",18.79,4.0
23,Mañana,20,K11,16,11:02,"(5322.0, 1844.0)",25.18,2.0
23,Mañana,20,K11,20,11:17,"(5284.0, 1862.0)",42.05,42.0
23,Mañana,20,K11,19,11:32,"(5302.0, 1823.0)",42.95,8.0
23,Mañana,20,K11,DEPOT (RETORNO),12:49,N/A,299.51,0.0
24,Mañana,21,K11,DEPOT,09:00,N/A,0.0,0.0
24,Mañana,21,K11,98,09:29,"(5355.0, 1636.0)",113.36,2.0
24,Mañana,21,K11,127,09:39,"(5359.0, 1654.0)",18.44,4.0
24,Mañana,21,K11,131,09:50,"(5360.0, 1678.0)",24.02,4.0
24,Mañana,21,K11,372,09:59,"(5348.0, 1686.0)",14.42,1.0
24,Mañana,21,K11,130,10:08,"(5351.0, 1670.0)",16.28,1.0
24,Mañana,21,K11,126,10:16,"(5340.0, 1659.0)",15.56,4.0
24,Mañana,21,K11,99,10:25,"(5340.0, 1644.0)",15.0,2.0
24,Mañana,21,K11,DEPOT (RETORNO),10:59,N/A,119.27,0.0
25,Mañana,22,K11,DEPOT,09:00,N/A,0.0,0.0
25,Mañana,22,K11,214,10:26,"(5572.0, 1755.0)",332.42,2.0
25,Mañana,22,K11,215,10:35,"(5576.0, 1770.0)",15.52,2.0
25,Mañana,22,K11,369,10:50,"(5556.0, 1809.0)",43.83,1.0
25,Mañana,22,K11,217,11:02,"(5575.0, 1791.0)",26.17,11.0
25,Mañana,22,K11,374,11:10,"(5588.0, 1786.0)",13.93,1.0
25,Mañana,22,K11,220,11:22,"(5609.0, 1804.0)",27.66,2.0
25,Mañana,22,K11,221,11:33,"(5616.0, 1779.0)",25.96,1.0
25,Mañana,22,K11,218,11:42,"(5599.0, 1777.0)",17.12,1.0
25,Mañana,22,K11,219,11:51,"(5605.0, 1762.0)",16.16,1.0
25,Mañana,22,K11,366,12:01,"(5587.0, 1754.0)",19.7,1.0
25,Mañana,22,K11,216,12:08,"(5587.0, 1743.0)",11.0,1.0
25,Mañana,22,K11,DEPOT (RETORNO),13:34,N/A,335.48,0.0
26,Mañana,23,K11,DEPOT,09:00,N/A,0.0,0.0
26,Mañana,23,K11,100,09:23,"(5310.0, 1612.0)",89.74,12.0
26,Mañana,23,K11,101,09:33,"(5302.0, 1629.0)",18.79,21.0
26,Mañana,23,K11,90,09:42,"(5286.0, 1629.0)",16.0,19.0
26,Mañana,23,K11,189,09:53,"(5300.0, 1647.0)",22.8,1.0
26,Mañana,23,K11,377,09:59,"(5303.0, 1653.0)",6.71,1.0
26,Mañana,23,K11,102,10:10,"(5317.0, 1636.0)",22.02,5.0
26,Mañana,23,K11,97,10:20,"(5329.0, 1617.0)",22.47,2.0
26,Mañana,23,K11,96,10:29,"(5343.0, 1616.0)",14.04,3.0
26,Mañana,23,K11,DEPOT (RETORNO),10:56,N/A,91.66,0.0
26,Tarde,23,K12,DEPOT,15:00,N/A,0.0,0.0
26,Tarde,23,K12,94,15:18,"(5330.0, 1605.0)",80.02,6.0
26,Tarde,23,K12,DEPOT (RETORNO),15:42,N/A,80.02,0.0
27,Mañana,24,K11,DEPOT,09:00,N/A,0.0,0.0
27,Mañana,24,K11,47,11:23,"(5651.0, 1974.0)",550.78,1.0
27,Mañana,24,K11,48,11:33,"(5663.0, 1989.0)",19.21,1.0
27,Mañana,24,K11,49,11:44,"(5680.0, 2006.0)",24.04,6.0
27,Mañana,24,K11,46,11:57,"(5712.0, 1992.0)",34.93,1.0
27,Mañana,24,K11,41,12:12,"(5725.0, 1953.0)",41.11,5.0
27,Mañana,24,K11,385,12:26,"(5695.0, 1979.0)",39.7,2.0
27,Mañana,24,K11,44,12:35,"(5683.0, 1971.0)",14.42,4.0
27,Mañana,24,K11,45,12:42,"(5674.0, 1973.0)",9.22,1.0
27,Mañana,24,K11,43,12:49,"(5673.0, 1965.0)",8.06,2.0
27,Mañana,24,K11,DEPOT (RETORNO),15:08,N/A,556.67,0.0
28,Mañana,25,K11,DEPOT,09:00,N/A,0.0,0.0
28,Mañana,25,K11,321,09:28,"(5225.0, 1515.0)",107.47,2.0
28,Mañana,25,K11,279,09:35,"(5217.0, 1523.0)",11.31,8.0
28,Mañana,25,K11,278,09:45,"(5208.0, 1506.0)",19.24,6.0
28,Mañana,25,K11,280,09:55,"(5193.0, 1512.0)",16.16,3.0
28,Mañana,25,K11,265,10:03,"(5196.0, 1499.0)",13.34,23.0
28,Mañana,25,K11,262,10:14,"(5199.0, 1472.0)",27.17,4.0
28,Mañana,25,K11,263,10:25,"(5223.0, 1472.0)",24.0,5.0
28,Mañana,25,K11,264,10:34,"(5218.0, 1489.0)",17.72,14.0
28,Mañana,25,K11,DEPOT (RETORNO),11:08,N/A,119.55,0.0
29,Mañana,26,K11,DEPOT,09:00,N/A,0.0,0.0
29,Mañana,26,K11,91,09:35,"(5277.0, 1651.0)",137.48,1.0
29,Mañana,26,K11,82,09:45,"(5263.0, 1661.0)",17.2,1.0
29,Mañana,26,K11,81,09:55,"(5245.0, 1668.0)",19.31,2.0
29,Mañana,26,K11,104,10:06,"(5270.0, 1678.0)",26.93,1.0
29,Mañana,26,K11,105,10:16,"(5291.0, 1678.0)",21.0,14.0
29,Mañana,26,K11,106,10:24,"(5289.0, 1687.0)",9.22,7.0
29,Mañana,26,K11,125,10:32,"(5301.0, 1688.0)",12.04,1.0
29,Mañana,26,K11,103,10:40,"(5301.0, 1672.0)",16.0,7.0
29,Mañana,26,K11,DEPOT (RETORNO),11:21,N/A,150.23,0.0
30,Mañana,27,K11,DEPOT,09:00,N/A,0.0,0.0
30,Mañana,27,K11,68,10:10,"(5342.0, 1796.0)",271.18,1.0
30,Mañana,27,K11,67,10:18,"(5333.0, 1799.0)",9.49,3.0
30,Mañana,27,K11,69,10:27,"(5337.0, 1816.0)",17.46,3.0
30,Mañana,27,K11,378,10:34,"(5347.0, 1820.0)",10.77,1.0
30,Mañana,27,K11,371,10:41,"(5345.0, 1825.0)",5.39,1.0
30,Mañana,27,K11,28,10:51,"(5365.0, 1832.0)",21.19,4.0
30,Mañana,27,K11,27,10:59,"(5372.0, 1845.0)",14.76,3.0
30,Mañana,27,K11,7,11:10,"(5394.0, 1844.0)",22.02,23.0
30,Mañana,27,K11,29,11:23,"(5365.0, 1822.0)",36.4,5.0
30,Mañana,27,K11,121,11:31,"(5362.0, 1811.0)",11.4,4.0
